file,omega_rpm,axial_depth_m,boundary_m,label,kurtosis_1st_derivative,ar_coeff_2,d2_energy,skewness_1st_derivative,multi_axis_energy_asymmetry,d3_d4_subband_energy_ratio,coherence_at_dominant_resonant,impulse_factor,cross_axis_peak_delay,cross_spectral_centroid,phase_space_ellipsicity,bivariate_orbit_radius_ratio
time1_87.h5,9500.0,0.004,0.001813142078071514,1,2.296194740901603,-1.3847205962125,6236205.166437765,-0.5446751126842357,-0.33122364164395357,1.1158625298173477,0.997238175538682,7.7005740490828085,0.014052631578947511,968.4922901239653,0.7381021645336916,0.24308852414180032
time1_88.h5,10000.0,0.001,0.0015542224672644915,0,3.9080119690202655,-0.03850646267212232,14398.302584555118,2.283664621241792,-0.4649958212887003,0.34054111992866737,0.9999999992499742,2.2167383270315106,7.894736842105343e-05,937.0459591368462,0.9319442568634851,0.2551253906195943
time1_89.h5,10000.0,0.002,0.0015542224672644915,1,2.745753602451233,-0.9263795106000763,50800.1609463446,0.6169137921452813,-0.43777773458307356,0.3682148831093716,0.9999999802893033,2.4035242989177648,7.894736842105343e-05,796.2930355582221,0.8742260480512576,0.30563547885080167
time1_90.h5,10000.0,0.003,0.0015542224672644915,1,2.421770751518805,-1.3944062924543428,1018289.3555105382,-1.0803358558961678,-0.3341246494673341,0.838919267116156,0.9974145829592608,5.453608778189162,0.011921052631579068,902.2119593522912,0.743951502347243,0.23314137885619365
time1_91.h5,10500.0,0.001,0.001396960044729048,0,3.2307469554642827,-0.054955991363533574,7908.080324896127,1.5886136696417035,-0.5217950325526481,0.4652341720946731,0.999999999764383,2.181287282155843,0.0005555555555555487,926.866119683588,0.8579216611348208,0.2874378164735489
time1_92.h5,10500.0,0.002,0.001396960044729048,1,2.51870864961267,-1.189820730111241,291970.78525008186,-1.2020006657328317,-0.43473937420116926,0.7738071275202862,0.9978014859906283,4.206922715194548,0.004126984126984076,889.6123590286103,0.754205909687355,0.25783539454774507
time1_93.h5,10500.0,0.003,0.001396960044729048,1,2.2360562777804747,-1.507288469063166,2241623.024637577,-0.6747960420063905,-0.38226628016599945,1.155364503613627,0.9963813638835184,6.922192338948923,0.004126984126984076,998.5048687610174,0.7475987589243411,0.24968138176605473
time1_94.h5,11000.0,0.001,0.0012991744510970804,0,3.823839591649395,-0.046430186318626054,14988.349757812684,1.774725686636356,-0.49430616508064407,0.6693687174840842,0.999999999851522,2.2256052046961137,8.021390374331541e-05,987.0249974341677,0.7809026690800124,0.27416969640040884
time1_95.h5,11000.0,0.002,0.0012991744510970804,1,2.3790590836552594,-1.1899288592249777,391166.3698089852,-0.9011317009532749,-0.3996036109905533,0.9579696046669672,0.9976397676622413,4.499624516364135,0.004010695187165771,938.1192306121656,0.7663395580107517,0.24114213360425943
time1_96.h5,11000.0,0.003,0.0012991744510970804,1,2.0202914693533547,-1.3782582647029007,2321297.142159762,-0.27049737225612186,-0.3641703280203225,1.182656875262961,0.9971515639504752,5.8550750652060595,0.004010695187165771,1022.8500732943122,0.7629051234567943,0.23360152563216424
time1_97.h5,11500.0,0.001,0.001239244016761887,0,4.415840667592819,-0.04090272118645588,2570.084399465568,1.9323562734689128,-0.461798184888167,0.16983090189925495,0.9999999999519051,2.2914323110646317,8.1521739130435e-05,1049.339467585393,0.7018471388629269,0.2598829971918477
time1_98.h5,11500.0,0.002,0.001239244016761887,1,2.409909638656781,-1.210894443017664,420923.34256834746,-0.7517492093486816,-0.36368947867851137,0.819239488780228,0.9966131776100499,4.655909003354741,0.007907608695652196,975.6850946355036,0.7880613447046182,0.2281440011414649
time1_99.h5,11500.0,0.003,0.001239244016761887,1,2.255169484395135,-1.2363179563557214,2124598.817864011,-0.5077630843292156,-0.33216992398474404,1.3577057335247456,0.9977312157532244,5.834226415312052,0.0,1048.4981781380927,0.7851520010189393,0.20260086606188768
time1_100.h5,12000.0,0.001,0.001205076880252254,0,4.694100917060961,-0.04088875662542368,2563.9514787165917,1.9326111739026937,-0.461796842590017,0.1698523123163914,0.9999999999646205,2.282761611503829,7.812499999999833e-05,1094.966296876152,0.7061961912547409,0.2626575940106895
time1_101.h5,12000.0,0.002,0.001205076880252254,1,2.447548401657264,-1.2675333868132725,405454.0579039339,-0.6910478333800234,-0.36275307394668443,0.8486880209523692,0.9976993075839135,4.8294865548143955,0.0038281249999999184,1006.8236685167793,0.7475844324041478,0.22740420514176513
time1_102.h5,12000.0,0.003,0.001205076880252254,1,2.298875655053304,-1.2790943553692786,1913143.6062216288,-0.7195421482723572,-0.3246558399918918,1.5854399883502468,0.9973467784546205,6.625184562490162,0.0038281249999999184,1044.338642877934,0.7417667673865209,0.21421947527472263
