dataset_id,file,boundary_m,label,omega_rpm,axial_depth_m,kurtosis_1st_derivative,ar_coeff_2,d2_energy,skewness_1st_derivative,multi_axis_energy_asymmetry,d3_d4_subband_energy_ratio,coherence_at_dominant_resonant,impulse_factor,cross_axis_peak_delay,cross_spectral_centroid,phase_space_ellipsicity,bivariate_orbit_radius_ratio
110,ds110_time110_30.h5,0.0017655872943757314,1,5500.0,0.0025,2.3600964357679093,0.2401332693841738,3480115.9057844225,-0.1599376307767107,-0.388698722260111,0.257610320701242,0.9991107826195398,4.0916755172572365,0.0025401069518716547,1202.3917790769751,0.8045660006808013,0.2969812916742652
110,ds110_time110_31.h5,0.0007017095625943533,0,6000.0,0.0005,3.043271473977965,0.2749173623514035,41520.47852522785,0.4029848209439229,-0.4718167723197825,0.4396985791619791,0.9952956291826506,2.3324525880913463,0.00015957446808509412,740.052260096433,0.7907317678600697,0.1991571553328307
110,ds110_time110_32.h5,0.0007017095625943533,1,6000.0,0.001,2.1937887052612135,0.1727873616048179,385349.02566012926,-0.36617185603301194,-0.41573109910681016,0.3233196859954128,0.9987143816670635,3.512579402188877,0.002632978723404053,1053.3928148823534,0.7353528209395394,0.2656525782406444
110,ds110_time110_33.h5,0.0007017095625943533,1,6000.0,0.0015,2.283475494134774,0.08603627668543856,9005086.40387832,-0.08625083999165692,-0.3199718139495822,0.4959467837327719,0.9967555684375101,7.454097916872909,0.007313829787233481,1927.2379265225761,0.7408106885626746,0.23477989652189496
110,ds110_time110_34.h5,0.0005990194307504536,0,6500.0,0.0005,2.700990707792075,0.2700062670407829,45895.07482182376,0.3977482407613804,-0.4828129796349691,0.3993019030400764,0.9697140584877508,2.3764648957179704,0.00013262599469494873,784.3313902493488,0.753286369540445,0.3374380225874705
110,ds110_time110_35.h5,0.0005990194307504536,1,6500.0,0.001,2.143018163834114,0.17564673274137577,586254.2559024142,0.01829763817854137,-0.41226023555575203,0.29100129789140833,0.9984408672484327,4.073283596210236,0.007135278514588243,1277.9534956130067,0.7502604088603354,0.2358553533801406
110,ds110_time110_36.h5,0.0012627846436092387,0,7000.0,0.0005,2.697800065239776,0.18283556043011628,38825.800341324284,0.8573900322285433,-0.480965725078298,0.08233400407535521,0.9941739301921937,2.380809472388718,0.0001339285714285765,849.0927048983074,0.7279220848876006,0.2253926419356694
110,ds110_time110_37.h5,0.0012627846436092387,0,7000.0,0.001,2.9410349384570273,0.30570851207181604,102477.00649126206,0.19143142337121785,-0.4701130864154213,0.13699605630280065,0.9929889986188053,2.479160704971042,0.0001339285714285765,776.6157938915927,0.7271580723404019,0.23407856139422226
110,ds110_time110_38.h5,0.0012627846436092387,1,7000.0,0.0015,2.2331505647355394,0.2497124666486621,359212.2956438429,-0.2168521786697629,-0.4421778841680868,0.27548976727130114,0.9993307051983862,2.9168132640885815,0.00444642857142874,909.6664145331914,0.7845382522504366,0.37489979130796497
110,ds110_time110_39.h5,0.0012627846436092387,1,7000.0,0.002,2.1926463785960952,0.20469586418566288,2317796.450815243,-0.2062096852401716,-0.37972016715812157,0.331631635071301,0.9993207286124011,4.436732785498124,0.00444642857142874,1344.1571203948745,0.788016238379776,0.26359369500427243
