,kurtosis,skewness,crest_factor,margin_factor,shape_factor,impulse_factor,zero_crossing_rate,mean_crossing_rate,kurtosis_1st_derivative,skewness_1st_derivative,off_harmonic_energy_ratio,spectral_centroid,spectral_entropy,spectral_flatness,spectral_rolloff_85,spectral_spread,spectral_skewness,spectral_kurtosis,cross_correlation_coeff,cross_axis_peak_delay,bivariate_orbit_radius_ratio,coherence_at_tpf,coherence_at_dominant_resonant,cross_spectral_centroid,multi_axis_energy_asymmetry,d1_energy,d2_energy,d3_energy,d4_energy,a4_energy,wavelet_energy_entropy,d1_wavelet_kurtosis,d3_wavelet_std,d1_relative_energy,d3_d4_subband_energy_ratio,permutation_entropy,higuchi_fractal_dimension,katz_fractal_dimension,phase_space_ellipsicity,phase_space_area,ar_coeff_1,ar_coeff_2,ar_coeff_3,ar_residual_variance,autocorr_first_zero_lag,harmonic_peak_ratio,dominant_peak_tpf_ratio,transimpedance,acceleration_jerk_rms
multi_axis_energy_asymmetry,0.7930792521008811,0.8136810174275395,0.7249082601549939,0.6365415766354663,0.521541547269974,0.6892220385402666,-0.2768320044441129,-0.2768320044441129,-0.19046850869845108,-0.7831198908248186,0.8505810750408879,0.3627676609192132,0.7019137067057258,0.5458532136968546,0.1338694554656714,0.02029010250606995,-0.2153666059154963,-0.18768137062520487,0.2942541299588922,0.5609471772745956,-0.15770806960038267,-0.36083324141011963,-0.45085575049793214,0.20763406622013844,1.0,0.538879754062831,0.5726303593254438,0.741323001594278,0.6041044257570695,0.3658802247946142,0.3870111942776955,-0.051744759692341075,0.8128525612827618,0.19558960294830194,0.5035862332881993,0.7115816465977036,0.717168908811401,0.7745609148599394,0.024300663581299106,0.4990206126897996,0.4811561596198422,-0.6113239671578111,0.6275464148819205,0.526990509374259,-0.2433270882628869,-0.29811161828823757,-0.04756841518170768,-0.45254060860462453,0.6426629038491398
d1_energy,0.8383483597535059,0.765529193249964,0.7426740006481749,0.839670097258815,0.7658361457550923,0.8002132069362646,-0.07502893631555067,-0.07502893631555067,0.05471491188338764,-0.3220089538383777,0.5102049591765807,0.5840635861805339,0.7473031978213859,0.8486670415798273,0.4486027762603606,0.30090165507373035,-0.4150655026047032,-0.3249574237931997,0.028916182498672584,0.39777565940981674,-0.23827527610004068,-0.08302512508793426,-0.32613103431033985,0.4849743751398693,0.538879754062831,1.0,0.9815502007468835,0.8154150830630047,0.23347882870995876,-0.1194646061699039,0.5569260422853282,0.050205481970789376,0.8222166859516672,0.6130942006328725,0.6054858432975733,0.40789246435777265,0.7504004473586484,0.6029562102591086,0.05466802329816516,0.3358259660948871,0.05251004432162864,-0.27177261731945834,0.3844342934467624,0.9734187563957867,-0.2986219912083233,0.022664681265988335,0.43218417622004174,-0.24856663624104716,0.3938182668303911
d2_energy,0.855303111210717,0.7884942586582423,0.7759030716612992,0.8537381749305719,0.7738200513898211,0.8258915859416337,-0.09074943210005555,-0.09074943210005555,0.028823479322614563,-0.3349144697519952,0.5360985171096398,0.5536050595404255,0.7638579829599751,0.8152695584830452,0.4105022827405013,0.27108535770567344,-0.39111863110917244,-0.31256448527371766,0.04025804348394477,0.4653665728284581,-0.20881244767533053,-0.09106529599751625,-0.2946162623120931,0.41829647810283727,0.5726303593254438,0.9815502007468835,1.0,0.875112692589619,0.33194140593551935,-0.0852604315462282,0.5432993987189454,0.0984511364161711,0.8265005232779294,0.5306635909664974,0.5246749348675166,0.40043702563532474,0.7105682181467198,0.5933414397016148,0.04874282941327051,0.3533168561073777,0.1304176793031586,-0.33451190861324015,0.43532189606373867,0.9219392544319378,-0.27827416767833796,-0.011032537270801794,0.41483640209122397,-0.2532807233970576,0.4056318541588706
d3_energy,0.9037782586960994,0.8777053128157984,0.8578978977773563,0.8520317961138348,0.7736398349476757,0.8693952514708546,-0.1009120052659959,-0.1009120052659959,-0.04542619867618662,-0.44922989517422535,0.6486462927109131,0.5247213849511156,0.8014668490601785,0.6449509170497615,0.3479847650652016,0.23167180611752156,-0.38788518053098464,-0.33474635438054223,0.07599086468063243,0.5843278292805025,-0.1459995312608267,-0.09053029000102639,-0.19982635851491454,0.3084977718728201,0.741323001594278,0.8154150830630047,0.875112692589619,1.0,0.5942193128327723,0.05264629129096248,0.5392684169863012,0.12482466854692992,0.8885055833218253,0.3564413891614587,0.525756827837986,0.49191734554003513,0.7023156511410477,0.6495642712651389,0.10748782465796779,0.38298133956736224,0.3395440830414238,-0.5254496727250084,0.597349453650002,0.7552817081512968,-0.26254647317626717,-0.15480953029352004,0.2829780364016001,-0.3309392412163626,0.45507526807754645
d4_energy,0.40373133083147916,0.3863939939278142,0.35107819956003095,0.21407791424492711,0.07221949838003434,0.2875489263207841,-0.26921837961788364,-0.26921837961788364,-0.3034109307895387,-0.508874557266888,0.5981360376683501,-0.022847470595065332,0.27695509379888406,0.10973766655614996,-0.17963187747250703,-0.16899139823709416,0.06490059535208638,-0.0007431121702666026,0.21506749686400228,0.33732715882543823,0.1745997650996556,-0.22117220333334264,-0.03962576661712016,-0.07655744427065563,0.6041044257570695,0.23347882870995876,0.33194140593551935,0.5942193128327723,1.0,0.47023892402875195,0.1433224958765077,-0.07476758865170219,0.5319576813666237,-0.22166905936496087,-0.0712869319918771,0.46514126917591425,0.27059697229481894,0.6469793572741719,-0.0498159571560877,0.658726975803923,0.41153060149385473,-0.3743219942264132,0.2984187435795064,0.1609437953139166,-0.2077146159012986,-0.7591029588752521,-0.43140015211104793,-0.4321018087286783,0.664501451656619
a4_energy,0.025006276789034998,-0.05602447012435065,-0.18657908837414613,-0.2512280838544832,-0.4324586887489435,-0.2269688218825084,-0.2042882870296514,-0.2042882870296514,-0.2602259294268094,-0.4045013718802937,0.6119345374822649,-0.40045823691267857,-0.24402672879046236,-0.16867387353314273,-0.4632147545289781,-0.3922055097995544,0.4386219584942986,0.37791758883054216,0.1647819161942211,0.02314413461626648,0.19082244670223378,-0.7609859065188567,-0.45214847635915006,-0.29815226725947924,0.3658802247946142,-0.1194646061699039,-0.0852604315462282,0.05264629129096248,0.47023892402875195,1.0,-0.4417833533011557,-0.11108880828342439,0.054586007160350024,-0.3556575579242993,-0.22430690130411143,0.34491511672781405,-0.05957599071630967,0.23135000615294665,-0.04978747587721062,0.3723999129323076,0.3096210469343039,-0.18376699909259026,0.07037620059720576,-0.13391786922998447,0.14690232903760753,-0.5696924780974338,-0.6717093513919085,-0.06611398535351705,0.4089547458494313
wavelet_energy_entropy,0.6203396987817876,0.6602732177407825,0.6930524959533276,0.6892676402608904,0.7101794310359869,0.6985022679976411,0.14690847459644027,0.14690847459644027,0.12112483746174352,-0.24565411672961746,0.25016392796632747,0.9187472624624176,0.7592259446576395,0.6432301594749199,0.8483913866864377,0.7619263062315145,-0.8668226852562928,-0.7933544236183068,-0.14476283615070398,0.3406154024818192,-0.025714241127074787,0.23048869608422484,0.03728671165384864,0.8572384482170278,0.3870111942776955,0.5569260422853282,0.5432993987189454,0.5392684169863012,0.1433224958765077,-0.4417833533011557,1.0,-0.266275054346837,0.6672687934946723,0.7177443054737551,0.6034505749887383,0.5668670304215281,0.7700216308831439,0.5757841007080647,0.279298203915823,0.11400544062484264,-0.20425279643160857,-0.09293105796075486,0.24971646180182808,0.5581405643448765,-0.7242940690143493,0.20403130539165315,0.4116823713319834,-0.6239303046370998,0.22712946714635268
d1_wavelet_kurtosis,0.07770601729824353,0.10060821602861786,0.15699744266989177,0.16709029124031075,0.2071593431715373,0.16806004886047454,0.025302945074789827,0.025302945074789827,0.01137298354475817,0.19983169052391933,-0.09084471755677212,-0.13630951314625095,0.07655047712894315,-0.04461998793945757,-0.1175221957493143,-0.1666544348696722,0.20989043390890844,0.26343593774278956,-0.027236931115761604,0.33755727493963916,-0.3252680786121123,0.13760500127882622,-0.03838241008128359,-0.4020879335648212,-0.051744759692341075,0.050205481970789376,0.0984511364161711,0.12482466854692992,-0.07476758865170219,-0.11108880828342439,-0.266275054346837,1.0,-0.11468601543479987,-0.08433921150896741,-0.0767811957427098,-0.4406298928640106,-0.16744051518612219,-0.36952475866683854,0.06024116319792691,-0.1147669677967936,0.18481886871019718,-0.1544475752439206,0.16525860543372983,-0.025184487325237127,0.6001853317183894,0.1542421770126813,0.1655954160539549,0.3622195238036502,-0.2115359656671953
d3_wavelet_std,0.9147561289541304,0.898047774151524,0.8534236955060311,0.8136142485135677,0.72498741749313,0.8429631632343045,-0.11668570737503553,-0.11668570737503553,-0.03381917196053784,-0.6322168163864603,0.7309456410561943,0.6381925770031045,0.8512209133586488,0.7938527233194593,0.43357792403155354,0.3054832881969224,-0.48234693624637054,-0.41843272628846406,0.10223065783029477,0.44424893739246696,-0.1242741196042378,-0.1003703143216246,-0.2963141281888225,0.5139324476489907,0.8128525612827618,0.8222166859516672,0.8265005232779294,0.8885055833218253,0.5319576813666237,0.054586007160350024,0.6672687934946723,-0.11468601543479987,1.0,0.49836965867223926,0.6778517504443315,0.7290042583836543,0.898531268673654,0.8788238117760188,0.13981554017470152,0.4769050525099157,0.2623315658100856,-0.48498925265801923,0.5658153816251777,0.8323470893428487,-0.44317596776567125,-0.2440812946947962,0.17641847544444297,-0.4798483181150796,0.5823673208812199
d1_relative_energy,0.5411616231258662,0.5200415353368603,0.520095730025021,0.621790288866337,0.6291715996158532,0.571695972879968,0.27680140763638844,0.27680140763638844,0.35949689990903627,-0.010910922299425623,0.1904700174036424,0.8422335822510676,0.6151736740684294,0.7168637266116433,0.8473852020813903,0.7423942025051581,-0.7000063912583281,-0.5663004893466163,-0.18818504727129537,0.16087914146997728,-0.24778387286825407,0.09881213943264469,-0.23238305993878364,0.8481901425979134,0.19558960294830194,0.6130942006328725,0.5306635909664974,0.3564413891614587,-0.22166905936496087,-0.3556575579242993,0.7177443054737551,-0.08433921150896741,0.49836965867223926,1.0,0.742173264928943,0.3947959498316112,0.7235343276141406,0.3238936519835464,0.29473142875827446,-0.037769995991167975,-0.44399479816239584,0.13338584061499437,0.06305026525591033,0.6517087109027676,-0.44770946505168974,0.3732754913918996,0.4334233542056042,-0.23038369081980148,0.041804580182552224
d3_d4_subband_energy_ratio,0.712502121289433,0.7194889222082471,0.698032261792164,0.7399517207286193,0.7324860261031538,0.7227542363265885,0.14857120707783333,0.14857120707783333,0.24157267590305773,-0.31359195977241344,0.39096317450607937,0.7325658326696975,0.7297359064056561,0.6887640333462763,0.6249472219660793,0.46575683506211446,-0.5619235698878012,-0.4385259342293742,-0.051307173947362304,0.3181943256941931,-0.3472895392186626,0.06781324094946282,-0.2855435616690168,0.6388477522383444,0.5035862332881993,0.6054858432975733,0.5246749348675166,0.525756827837986,-0.0712869319918771,-0.22430690130411143,0.6034505749887383,-0.0767811957427098,0.6778517504443315,0.742173264928943,1.0,0.4861366112735901,0.8380507057569234,0.4779478897321283,0.1801730609762989,0.017169498499086125,-0.036837124189939126,-0.242376477580817,0.38378186582341295,0.6920017240783753,-0.29888361547226056,0.2492540592195286,0.3914294645232283,-0.18994247505030368,0.14223806550874826
permutation_entropy,0.5970838417322988,0.6008651798987288,0.5308513671329733,0.41727589061765985,0.30330831082147935,0.4715457314951183,-0.012137625634331397,-0.012137625634331397,-0.0017656139233960108,-0.7233206910210133,0.7395092690758834,0.5737678767132744,0.5850573250217136,0.5324328329071955,0.417523187708211,0.3959823181069418,-0.5054991139883985,-0.49632781897949496,0.028560829571884477,0.3260990998134152,0.2295023297240592,-0.3255137063377126,-0.2921436156029347,0.5604399718876533,0.7115816465977036,0.40789246435777265,0.40043702563532474,0.49191734554003513,0.46514126917591425,0.34491511672781405,0.5668670304215281,-0.4406298928640106,0.7290042583836543,0.3947959498316112,0.4861366112735901,1.0,0.7614080354787508,0.7988385425711727,0.2284892420467147,0.3822453975148977,0.2024497992313613,-0.3971254043981121,0.4486469476417585,0.43663220607666475,-0.5613045189100909,-0.3075118011544362,-0.19950605750373707,-0.6032241364271264,0.5042594962698834
higuchi_fractal_dimension,0.8781196064212138,0.874737642313858,0.8328522568849297,0.81904151042518,0.7528375066132038,0.8309951096817855,0.007422205300001013,0.007422205300001013,0.09861191179086319,-0.5846222846479601,0.6632836806966856,0.8036680682122036,0.8814721254707177,0.8567046883214496,0.6340025518192886,0.4832558210079679,-0.6247568467710876,-0.5235429333030689,-0.006562311534145149,0.44492596323694195,-0.19852880872923098,-0.07726854327807244,-0.37155505144129486,0.7148786978019961,0.717168908811401,0.7504004473586484,0.7105682181467198,0.7023156511410477,0.27059697229481894,-0.05957599071630967,0.7700216308831439,-0.16744051518612219,0.898531268673654,0.7235343276141406,0.8380507057569234,0.7614080354787508,1.0,0.7990859017383081,0.18978397887428575,0.322720006624493,0.06704939667524941,-0.35392085603073,0.48073964057824325,0.787698277235219,-0.5023142745242809,-0.02655448094048544,0.23826650295210205,-0.48364185352695294,0.4581191662003457
katz_fractal_dimension,0.7013397865635341,0.6790584505026372,0.6197804021072618,0.5342668346823396,0.4039018501186672,0.5803083190924375,-0.252253234922379,-0.252253234922379,-0.18423175521059346,-0.752125969035698,0.7416998114629204,0.4433656804414467,0.6272637323146503,0.6443063457261281,0.23647596494344883,0.1385130571168024,-0.3033724691477664,-0.2790983562300299,0.1928297348667323,0.26216013278054096,0.025085695433948663,-0.20263608184961296,-0.3201676284722881,0.4681000925134163,0.7745609148599394,0.6029562102591086,0.5933414397016148,0.6495642712651389,0.6469793572741719,0.23135000615294665,0.5757841007080647,-0.36952475866683854,0.8788238117760188,0.3238936519835464,0.4779478897321283,0.7988385425711727,0.7990859017383081,1.0,0.05024335165672442,0.6496595633224113,0.20851924873589212,-0.34258872218550995,0.35749902971022507,0.6320246212033931,-0.558629401402442,-0.5236361561806965,-0.14111480102484106,-0.6333454166259586,0.7572896913425797
phase_space_ellipsicity,0.08895659667412202,0.11435862296608758,0.14298290299193134,0.11830516068121326,0.13997496116174585,0.13003388233257945,0.45619657737426866,0.45619657737426866,0.2205184943625472,-0.01458994184747564,0.01007880789862315,0.37365364793018097,0.15687127663834136,0.08249583885094489,0.41684046434577043,0.4787805584057497,-0.35786929959063507,-0.3289316743652325,-0.28778766644504433,0.08936873755785649,0.05236662530859449,0.03565101816118807,0.023557649205575938,0.30774924296108713,0.024300663581299106,0.05466802329816516,0.04874282941327051,0.10748782465796779,-0.0498159571560877,-0.04978747587721062,0.279298203915823,0.06024116319792691,0.13981554017470152,0.29473142875827446,0.1801730609762989,0.2284892420467147,0.18978397887428575,0.05024335165672442,1.0,-0.008643200820388556,-0.1144537830189969,0.00630691737325451,0.04538376402014334,0.06359295091616057,-0.07919486471795954,0.08748002728578465,0.06028271922374685,-0.15918015732845575,0.009874735193117616
phase_space_area,0.29390450634028314,0.23530868983178696,0.15991721068110062,0.13338431405843923,-0.021296069638751306,0.1459913492768911,-0.1763562389130081,-0.1763562389130081,-0.24422762470759826,-0.380625032797186,0.5364410126667752,0.005049520469032604,0.15591423537810092,0.23626364175283185,-0.12133898041647147,-0.08949655046363128,0.05349363340813535,0.0008478596815233549,0.19002694303356946,0.06807865240240035,-0.05470740385294577,-0.4236402584194244,-0.32431914049349775,0.09744509903498491,0.4990206126897996,0.3358259660948871,0.3533168561073777,0.38298133956736224,0.658726975803923,0.3723999129323076,0.11400544062484264,-0.1147669677967936,0.4769050525099157,-0.037769995991167975,0.017169498499086125,0.3822453975148977,0.322720006624493,0.6496595633224113,-0.008643200820388556,1.0,0.03524526148540427,-0.006591604100238424,-0.04109559068540956,0.3215131414489063,-0.27790433592605274,-0.6355389203065407,-0.36764177254510383,-0.4251696784624463,0.9450450881265532
ar_coeff_1,0.2971468196643793,0.36882795507967076,0.35708796350873373,0.19213422846772785,0.17239973249624202,0.28349843580892925,-0.40565234448575743,-0.40565234448575743,-0.3116096344022931,-0.6298731910230856,0.34516842732899633,-0.23618874790782543,0.27922144822022055,0.052670215469752736,-0.4258207815452274,-0.48832070778661935,0.24218013906607494,0.19746269527929103,0.3346558780101698,0.4788370890169525,0.21342140608169682,0.04113248803787519,0.013769068504616809,-0.5488006334076739,0.4811561596198422,0.05251004432162864,0.1304176793031586,0.3395440830414238,0.41153060149385473,0.3096210469343039,-0.20425279643160857,0.18481886871019718,0.2623315658100856,-0.44399479816239584,-0.036837124189939126,0.2024497992313613,0.06704939667524941,0.20851924873589212,-0.1144537830189969,0.03524526148540427,1.0,-0.9362455187291069,0.8356841293830817,0.009175092839407997,0.38703533647467087,-0.3517023074600411,-0.14745033903099106,0.04048894177575086,0.08344776321004344
ar_coeff_2,-0.5381600313132355,-0.6177677634829626,-0.6067527890334118,-0.4565381198021965,-0.4462066592941109,-0.5423111829075675,0.29152501723769914,0.29152501723769914,0.18938040539027934,0.6844028205311921,-0.4501930942522664,-0.10609601186137604,-0.5585232731773424,-0.30628787748423353,0.09947616792756361,0.1946659791094967,0.0743683175909767,0.08020732673797736,-0.2647431357784715,-0.6114363742993375,-0.1670629337932244,-0.08635977674521045,0.027934192524611816,0.2516952158657728,-0.6113239671578111,-0.27177261731945834,-0.33451190861324015,-0.5254496727250084,-0.3743219942264132,-0.18376699909259026,-0.09293105796075486,-0.1544475752439206,-0.48498925265801923,0.13338584061499437,-0.242376477580817,-0.3971254043981121,-0.35392085603073,-0.34258872218550995,0.00630691737325451,-0.006591604100238424,-0.9362455187291069,1.0,-0.9734635421574143,-0.23733454912267876,-0.21399223799495995,0.20497680026601142,-0.0231080664985138,0.06780511275254167,-0.09183307456894593
ar_coeff_3,0.6431219925662552,0.7236098061192535,0.7147947201899003,0.5902913042905379,0.593841183042598,0.664094978586602,-0.20818990226167222,-0.20818990226167222,-0.10240877129172535,-0.6340299733721657,0.4617225668876013,0.2983260466117245,0.6887580781094184,0.43357033607628587,0.10192629824187208,-0.007374417083263123,-0.2610203189008335,-0.241887840011341,0.2012133776994316,0.6529983478965296,0.10906303350757111,0.12289345257368339,-0.04323711492414829,-0.07710231521396288,0.6275464148819205,0.3844342934467624,0.43532189606373867,0.597349453650002,0.2984187435795064,0.07037620059720576,0.24971646180182808,0.16525860543372983,0.5658153816251777,0.06305026525591033,0.38378186582341295,0.4486469476417585,0.48073964057824325,0.35749902971022507,0.04538376402014334,-0.04109559068540956,0.8356841293830817,-0.9734635421574143,1.0,0.35414053315242106,0.12229602482858062,-0.06593195910086284,0.15311337272853556,-0.09559624014011828,0.057239268603254095
ar_residual_variance,0.8108830544497582,0.7382527271331375,0.7025662619642968,0.7979155112801878,0.7329448782232192,0.7575244993868951,-0.059602530495404836,-0.059602530495404836,0.07730554114279428,-0.3325229011310172,0.49115531780406996,0.5958780960940517,0.7223924146061843,0.8496582693783739,0.4612401660330047,0.3142558034968805,-0.4271030802370442,-0.33109199327059863,0.023929975903920455,0.2968960550157575,-0.24932946765521585,-0.06266750014840472,-0.33291581971507217,0.5342334707072471,0.526990509374259,0.9734187563957867,0.9219392544319378,0.7552817081512968,0.1609437953139166,-0.13391786922998447,0.5581405643448765,-0.025184487325237127,0.8323470893428487,0.6517087109027676,0.6920017240783753,0.43663220607666475,0.787698277235219,0.6320246212033931,0.06359295091616057,0.3215131414489063,0.009175092839407997,-0.23733454912267876,0.35414053315242106,1.0,-0.31615852720890886,0.02160988322825933,0.4041654854908924,-0.24754705782987066,0.386724728075513
autocorr_first_zero_lag,-0.31893600025772256,-0.28976882130804255,-0.27921544693679085,-0.289116101151362,-0.23633196622011407,-0.28287101843632334,-0.07411874153379241,-0.07411874153379241,-0.06040832105683229,0.1589163440511432,-0.28602398315091115,-0.5909708648355161,-0.34476350810297196,-0.3611659938137458,-0.5572220560384045,-0.5534680766919104,0.6229286151400384,0.6251890095738953,0.0981376687049758,-0.0380430625248159,-0.1097373926582928,0.12749502340373073,0.014185913398022046,-0.7699747719387763,-0.2433270882628869,-0.2986219912083233,-0.27827416767833796,-0.26254647317626717,-0.2077146159012986,0.14690232903760753,-0.7242940690143493,0.6001853317183894,-0.44317596776567125,-0.44770946505168974,-0.29888361547226056,-0.5613045189100909,-0.5023142745242809,-0.558629401402442,-0.07919486471795954,-0.27790433592605274,0.38703533647467087,-0.21399223799495995,0.12229602482858062,-0.31615852720890886,1.0,0.002493499990444764,-0.06353442006685824,0.6045352866363594,-0.3589432819176509
harmonic_peak_ratio,-0.014991903959472374,0.0055991319440301165,0.046586240396559966,0.19901634542121407,0.33479936350313955,0.12688619248166574,0.29904257047415833,0.29904257047415833,0.3305149617076757,0.4734540841213698,-0.38520188313490833,0.3444101565552074,0.09885006993683083,0.07223084605597438,0.44345470093961864,0.4175637579265168,-0.40192528346612727,-0.3394313484092718,-0.2323043144436475,0.03510201506253125,-0.3055224764324714,0.14839773192016972,0.06298750288902753,0.2747878070670126,-0.29811161828823757,0.022664681265988335,-0.011032537270801794,-0.15480953029352004,-0.7591029588752521,-0.5696924780974338,0.20403130539165315,0.1542421770126813,-0.2440812946947962,0.3732754913918996,0.2492540592195286,-0.3075118011544362,-0.02655448094048544,-0.5236361561806965,0.08748002728578465,-0.6355389203065407,-0.3517023074600411,0.20497680026601142,-0.06593195910086284,0.02160988322825933,0.002493499990444764,1.0,0.6884249793858542,0.20742102905780108,-0.5774426614924862
dominant_peak_tpf_ratio,0.33690037157506864,0.3602658994798554,0.40726660073841503,0.5514676280423327,0.6677405799224089,0.49132472065508326,0.11939210472289281,0.11939210472289281,0.20151510533874878,0.2157629980671595,-0.1995053147002048,0.47025793803642707,0.41604250589151026,0.35166228825871687,0.4735052694549642,0.3568450756061198,-0.4240255125948303,-0.32275620598094723,-0.1388826590801427,0.19924005525032124,-0.3128208680950475,0.34666315817855897,0.031757904131022634,0.297025922314992,-0.04756841518170768,0.43218417622004174,0.41483640209122397,0.2829780364016001,-0.43140015211104793,-0.6717093513919085,0.4116823713319834,0.1655954160539549,0.17641847544444297,0.4334233542056042,0.3914294645232283,-0.19950605750373707,0.23826650295210205,-0.14111480102484106,0.06028271922374685,-0.36764177254510383,-0.14745033903099106,-0.0231080664985138,0.15311337272853556,0.4041654854908924,-0.06353442006685824,0.6884249793858542,1.0,0.07228338903398566,-0.3094477355463799
transimpedance,-0.3619484799086874,-0.3790723818262943,-0.33780474779961406,-0.2846540787239883,-0.21764863548630367,-0.3123817316640154,0.23703291051880654,0.23703291051880654,0.3640013434001084,0.43678718182584503,-0.43266453789471415,-0.42856637529594116,-0.3802364906130967,-0.29414567965351984,-0.3229370724209702,-0.33036049791693645,0.4310185351529649,0.457793849136491,-0.03218165354735085,-0.22466800638361362,-0.16595288267260935,0.16379968315078935,0.12291343504853341,-0.48298667184590044,-0.45254060860462453,-0.24856663624104716,-0.2532807233970576,-0.3309392412163626,-0.4321018087286783,-0.06611398535351705,-0.6239303046370998,0.3622195238036502,-0.4798483181150796,-0.23038369081980148,-0.18994247505030368,-0.6032241364271264,-0.48364185352695294,-0.6333454166259586,-0.15918015732845575,-0.4251696784624463,0.04048894177575086,0.06780511275254167,-0.09559624014011828,-0.24754705782987066,0.6045352866363594,0.20742102905780108,0.07228338903398566,1.0,-0.5582631412721761
acceleration_jerk_rms,0.4294978684052186,0.3814478191382331,0.266231532457642,0.25054098875512687,0.0940977061027577,0.2603772597697825,-0.23692555585678648,-0.23692555585678648,-0.31051415763787266,-0.5085468498239588,0.6746978865076012,0.09697271646755741,0.27971096551050323,0.33881469778654094,-0.06554046424087213,-0.06264628596687738,-0.015021672832105194,-0.05872505815800969,0.2129879259351463,0.1369260507259124,-0.09131942142409258,-0.47831657522650667,-0.4154926676787411,0.18831265542892892,0.6426629038491398,0.3938182668303911,0.4056318541588706,0.45507526807754645,0.664501451656619,0.4089547458494313,0.22712946714635268,-0.2115359656671953,0.5823673208812199,0.041804580182552224,0.14223806550874826,0.5042594962698834,0.4581191662003457,0.7572896913425797,0.009874735193117616,0.9450450881265532,0.08344776321004344,-0.09183307456894593,0.057239268603254095,0.386724728075513,-0.3589432819176509,-0.5774426614924862,-0.3094477355463799,-0.5582631412721761,1.0
