feature_name,avg_rf_shap,avg_xgb_shap,avg_lr_abs_coef,mean_permutation_importance
ar_coeff_1,0.012308017914884515,0.07813190668821335,0.6283573463055199,-0.0019753086419753057
ar_coeff_2,0.03422488644383761,1.1687219142913818,0.6806289833097209,0.002962962962962967
ar_coeff_3,0.03783373912092045,0.12065012753009796,0.6437908506653502,0.005925925925925918
crest_factor,0.03128429302822677,0.049439046531915665,0.37874283947473286,-0.001499118165784834
impulse_factor,0.04439439598316622,0.7910642623901367,0.26966517212747404,0.001992945326278648
multi_axis_energy_asymmetry,0.006433014151897615,0.14093998074531555,0.5799348730021165,-0.0004938271604938293
skewness_1st_derivative,0.015561316104310802,0.08703623712062836,0.6419242909951034,0.0014814814814814792
